record_number,date,time,location,sample_duration_s,flow_CFM,laser_ok,flow_ok,temp_ok,rh_ok,temp_C,RH_pct,ch1_size_um,ch1_diff_counts,ch1_diff_ft3,ch1_diff_m3,ch1_diff_mass_ugm3,ch1_sum_m3,ch1_pm_ugm3,ch2_size_um,ch2_diff_counts,ch2_diff_ft3,ch2_diff_m3,ch2_diff_mass_ugm3,ch2_sum_m3,ch2_pm_ugm3,ch3_size_um,ch3_diff_counts,ch3_diff_ft3,ch3_diff_m3,ch3_diff_mass_ugm3,ch3_sum_m3,ch3_pm_ugm3,ch4_size_um,ch4_diff_counts,ch4_diff_ft3,ch4_diff_m3,ch4_diff_mass_ugm3,ch4_sum_m3,ch4_pm_ugm3,ch5_size_um,ch5_diff_counts,ch5_diff_ft3,ch5_diff_m3,ch5_diff_mass_ugm3,ch5_sum_m3,ch5_pm_ugm3,ch6_size_um,ch6_diff_counts,ch6_diff_ft3,ch6_diff_m3,ch6_diff_mass_ugm3,ch6_sum_m3,ch6_pm_ugm3,sync_time
118,,,,60.0,0.1,True,True,True,True,0.0,,0.3,3566.0,35659.0,1259287.0,0.11,1407601.0,0.0,0.5,210.0,2099.0,74158.0,0.04,148314.0,0.11,1.0,104.0,1039.0,36726.0,0.26,74156.0,0.15,2.5,65.0,649.0,22953.0,1.58,37430.0,0.41,5.0,34.0,339.0,12006.0,6.63,14477.0,1.99,10.0,7.0,69.0,2471.0,10.92,2471.0,8.62,2026-05-29T14:52:20.583106
119,,,,60.0,0.1,True,True,True,True,0.0,,0.3,3181.0,31813.0,1123474.0,0.09,1308892.0,0.0,0.5,298.0,2980.0,105248.0,0.06,185418.0,0.09,1.0,123.0,1230.0,43441.0,0.3,80170.0,0.15,2.5,70.0,700.0,24722.0,1.71,36729.0,0.45,5.0,31.0,310.0,10948.0,6.05,12007.0,2.16,10.0,3.0,30.0,1059.0,4.68,1059.0,8.21,2026-05-29T14:52:20.939885
120,,,,60.0,0.1,True,True,True,True,0.0,,0.3,2847.0,28467.0,1005311.0,0.08,1163150.0,0.0,0.5,238.0,2379.0,84040.0,0.05,157839.0,0.08,1.0,121.0,1209.0,42726.0,0.3,73799.0,0.13,2.5,65.0,649.0,22952.0,1.58,31073.0,0.43,5.0,21.0,209.0,7415.0,4.1,8121.0,2.01,10.0,2.0,19.0,706.0,3.12,706.0,6.11,2026-05-29T14:52:21.301798
121,,,,60.0,0.1,True,True,True,True,0.0,,0.3,3055.0,30549.0,1078853.0,0.09,1476137.0,0.0,0.5,400.0,3999.0,141257.0,0.08,397284.0,0.09,1.0,262.0,2619.0,92523.0,0.65,256027.0,0.17,2.5,297.0,2969.0,104883.0,7.24,163504.0,0.82,5.0,149.0,1489.0,52618.0,29.059999,58621.0,8.059999,10.0,17.0,169.0,6003.0,26.530001,6003.0,37.119999,2026-05-29T14:52:21.666431
122,,,,60.0,0.1,True,True,True,True,0.0,,0.3,3206.0,32057.0,1132106.0,0.09,1666376.0,0.0,0.5,463.0,4629.0,163495.0,0.09,534270.0,0.09,1.0,389.0,3889.0,137364.0,0.96,370775.0,0.18,2.5,450.0,4499.0,158904.0,10.97,233411.0,1.14,5.0,187.0,1869.0,66033.0,36.48,74507.0,12.110001,10.0,24.0,239.0,8474.0,37.450001,8474.0,48.59,2026-05-29T14:52:22.055664
123,,,,60.0,0.1,True,True,True,True,0.0,,0.3,2960.0,29600.0,1045348.0,0.09,1399564.0,0.0,0.5,370.0,3700.0,130668.0,0.07,354216.0,0.09,1.0,254.0,2540.0,89702.0,0.63,223548.0,0.16,2.5,281.0,2810.0,99237.0,6.85,133846.0,0.79,5.0,85.0,850.0,30018.0,16.58,34609.0,7.64,10.0,13.0,130.0,4591.0,20.290001,4591.0,24.219999,2026-05-29T14:52:22.415445
124,,,,60.0,0.1,True,True,True,True,20.0,45,0.3,12054.0,120537.0,4256732.0,0.36,4446718.0,0.0,0.5,356.0,3559.0,125717.0,0.07,189986.0,0.36,1.0,106.0,1059.0,37432.0,0.26,64269.0,0.43,2.5,48.0,479.0,16950.0,1.17,26837.0,0.69,5.0,24.0,239.0,8475.0,4.68,9887.0,1.86,10.0,4.0,39.0,1412.0,6.24,1412.0,6.54,2026-05-29T14:52:22.773506
125,,,,60.0,0.1,True,True,True,True,20.8,43,0.3,12215.0,122191.0,4315139.0,0.36,4592097.0,0.0,0.5,407.0,4071.0,143779.0,0.08,276958.0,0.36,1.0,177.0,1770.0,62528.0,0.44,133179.0,0.44,2.5,138.0,1380.0,48750.0,3.36,70651.0,0.88,5.0,55.0,550.0,19429.0,10.73,21901.0,4.24,10.0,7.0,70.0,2472.0,10.92,2472.0,14.969999,2026-05-29T14:52:23.142973
126,,,,60.0,0.1,True,True,True,True,21.4,41,0.3,12715.0,127180.0,4491322.0,0.38,4728338.0,0.0,0.5,396.0,3960.0,139879.0,0.08,237016.0,0.38,1.0,125.0,1250.0,44153.0,0.31,97137.0,0.46,2.5,96.0,960.0,33910.0,2.34,52984.0,0.77,5.0,49.0,490.0,17308.0,9.56,19074.0,3.11,10.0,5.0,50.0,1766.0,7.8,1766.0,12.67,2026-05-29T14:52:23.503463
127,,,,60.0,0.1,True,True,True,True,21.9,41,0.3,12656.0,126554.0,4469217.0,0.37,4865428.0,0.0,0.5,484.0,4839.0,170915.0,0.09,396211.0,0.37,1.0,193.0,1929.0,68154.0,0.48,225296.0,0.46,2.5,270.0,2699.0,95345.0,6.58,157142.0,0.94,5.0,144.0,1439.0,50850.0,28.08,61797.0,7.52,10.0,31.0,309.0,10947.0,48.360001,10947.0,35.599998,2026-05-29T15:03:57.600787
128,,,,60.0,0.1,True,True,True,True,23.4,38,0.3,12262.0,122632.0,4330735.0,0.36,4496375.0,0.0,0.5,343.0,3430.0,121141.0,0.07,165640.0,0.36,1.0,73.0,730.0,25782.0,0.18,44499.0,0.43,2.5,37.0,370.0,13067.0,0.9,18717.0,0.61,5.0,14.0,140.0,4944.0,2.73,5650.0,1.51,10.0,2.0,20.0,706.0,3.12,706.0,4.24,2026-05-29T16:12:52.123483
129,,,,60.0,0.1,True,True,True,True,23.6,37,0.3,12084.0,120851.0,4267844.0,0.36,4479396.0,0.0,0.5,380.0,3800.0,134208.0,0.07,211552.0,0.36,1.0,108.0,1080.0,38143.0,0.27,77344.0,0.43,2.5,85.0,850.0,30020.0,2.07,39201.0,0.7,5.0,21.0,210.0,7416.0,4.1,9181.0,2.77,10.0,5.0,50.0,1765.0,7.8,1765.0,6.87,2026-05-29T16:16:58.117111
130,,,,60.0,0.1,True,True,True,True,23.4,38,0.3,12583.0,125844.0,4444154.0,0.37,4608031.0,0.0,0.5,361.0,3610.0,127500.0,0.07,163877.0,0.37,1.0,68.0,680.0,24016.0,0.17,36377.0,0.44,2.5,29.0,290.0,10242.0,0.71,12361.0,0.61,5.0,6.0,60.0,2119.0,1.17,2119.0,1.32,10.0,0.0,0.0,0.0,0.0,0.0,2.49,2026-05-29T16:31:27.786509
131,,,,60.0,0.1,True,True,True,True,23.2,38,0.3,12644.0,126475.0,4466452.0,0.37,4619405.0,0.0,0.5,330.0,3300.0,116571.0,0.06,152953.0,0.37,1.0,66.0,660.0,23314.0,0.16,36382.0,0.43,2.5,31.0,310.0,10950.0,0.76,13068.0,0.59,5.0,4.0,40.0,1412.0,0.78,2118.0,1.35,10.0,2.0,20.0,706.0,3.12,706.0,2.13,2026-05-29T16:31:28.149999
132,,,,60.0,0.1,True,True,True,True,23.1,39,0.3,13013.0,130139.0,4595817.0,0.39,4973708.0,0.0,0.5,475.0,4750.0,167756.0,0.09,377891.0,0.39,1.0,214.0,2140.0,75578.0,0.53,210135.0,0.48,2.5,249.0,2490.0,87939.0,6.07,134557.0,1.01,5.0,114.0,1140.0,40261.0,22.23,46618.0,7.08,10.0,18.0,180.0,6357.0,28.08,6357.0,29.309999,2026-05-29T17:03:49.360789
133,,,,60.0,0.1,True,True,True,True,20.6,40,0.3,7827.0,78253.0,2763490.0,0.23,3395486.0,0.0,0.5,464.0,4639.0,163825.0,0.09,631996.0,0.23,1.0,387.0,3869.0,136638.0,0.96,468171.0,0.32,2.5,513.0,5128.0,181125.0,12.51,331533.0,1.28,5.0,356.0,3559.0,125693.0,69.449997,150408.0,13.79,10.0,70.0,699.0,24715.0,109.239998,24715.0,83.239998,2026-06-02T13:58:05.276181
134,,,,60.0,0.1,True,True,True,True,20.8,40,0.3,8768.0,87704.0,3097261.0,0.26,4576300.0,0.0,0.5,680.0,6801.0,240207.0,0.13,1479039.0,0.26,1.0,847.0,8472.0,299199.0,2.1,1238832.0,0.39,2.5,1408.0,14083.0,497370.0,34.330002,939633.0,2.49,5.0,1054.0,10542.0,372321.0,205.610001,442263.0,36.82,10.0,198.0,1980.0,69942.0,309.0,69942.0,242.429993,2026-06-02T13:58:05.643641
135,,,,60.0,0.1,True,True,True,True,22.4,36,0.3,8542.0,85446.0,3017526.0,0.25,4638623.0,0.0,0.5,721.0,7212.0,254698.0,0.14,1621097.0,0.25,1.0,928.0,9282.0,327823.0,2.3,1366399.0,0.39,2.5,1726.0,17265.0,609722.0,42.07,1038576.0,2.69,5.0,1012.0,10123.0,357496.0,197.350006,428854.0,44.759998,10.0,202.0,2020.0,71358.0,315.140015,71358.0,242.110001,2026-06-02T15:54:41.550557
136,,,,60.0,0.1,True,True,True,True,22.5,36,0.3,6935.0,69358.0,2449387.0,0.21,2743947.0,0.0,0.5,313.0,3130.0,110549.0,0.06,294560.0,0.21,1.0,154.0,1540.0,54391.0,0.38,184011.0,0.27,2.5,217.0,2170.0,76642.0,5.29,129620.0,0.65,5.0,123.0,1230.0,43442.0,23.99,52978.0,5.94,10.0,27.0,270.0,9536.0,42.119999,9536.0,29.93,2026-06-02T15:54:41.907030
137,,,,60.0,0.1,True,True,True,True,22.9,35,0.3,6820.0,68199.0,2408438.0,0.2,2718495.0,0.0,0.5,331.0,3309.0,116890.0,0.06,310057.0,0.2,1.0,206.0,2059.0,72747.0,0.51,193167.0,0.26,2.5,229.0,2289.0,80869.0,5.58,120420.0,0.77,5.0,101.0,1009.0,35667.0,19.700001,39551.0,6.35,10.0,11.0,109.0,3884.0,17.16,3884.0,26.050001,2026-06-02T15:54:42.264950
138,,,,60.0,0.1,True,True,True,True,23.4,34,0.3,6383.0,63826.0,2254007.0,0.19,2485303.0,0.0,0.5,306.0,3059.0,108056.0,0.06,231296.0,0.19,1.0,150.0,1499.0,52969.0,0.37,123240.0,0.25,2.5,130.0,1299.0,45906.0,3.17,70271.0,0.62,5.0,60.0,599.0,21187.0,11.7,24365.0,3.79,10.0,9.0,89.0,3178.0,14.04,3178.0,15.49,2026-06-02T15:54:42.623020
139,,,,60.0,0.1,True,True,True,True,23.8,34,0.3,7933.0,79326.0,2801374.0,0.23,4451546.0,0.0,0.5,990.0,9899.0,349598.0,0.19,1650172.0,0.23,1.0,1109.0,11089.0,391620.0,2.75,1300574.0,0.42,2.5,1593.0,15929.0,562535.0,38.830002,908954.0,3.17,5.0,836.0,8359.0,295216.0,163.029999,346419.0,42.0,10.0,145.0,1449.0,51203.0,226.210007,51203.0,205.029999,2026-06-02T15:54:42.981037
140,,,,60.0,0.1,True,True,True,True,24.3,32,0.3,7177.0,71785.0,2535075.0,0.21,3376448.0,0.0,0.5,620.0,6201.0,218997.0,0.12,841373.0,0.21,1.0,605.0,6051.0,213699.0,1.5,622376.0,0.33,2.5,753.0,7531.0,265976.0,18.360001,408677.0,1.83,5.0,352.0,3520.0,124334.0,68.660004,142701.0,20.190001,10.0,52.0,520.0,18367.0,81.150002,18367.0,88.850006,2026-06-02T16:40:24.224592
